source,target,type,raw
TRG_ITEM:BK_SOLICITUD_REV_MEDICA.BTN_AUTORIZA_REEMBOLSO.WHEN-BUTTON-PRESSED,PU:F_USUARIO_AUTORIZADO,INTERNAL_PU_CALL,F_USUARIO_AUTORIZADO
TRG_ITEM:BK_SOLICITUD_REV_MEDICA.BTN_AUTORIZA_REEMBOLSO.WHEN-BUTTON-PRESSED,EXT:pkg_general.p_inserta_error,EXTERNAL_CALL,pkg_general.p_inserta_error
TRG_ITEM:BK_SOLICITUD_REV_MEDICA.BTN_AUTORIZA_REEMBOLSO.WHEN-BUTTON-PRESSED,EXT:PKG_TARIFAS_URA.P_ACTUALIZA_ESTATUS_SOLICITUD,EXTERNAL_CALL,PKG_TARIFAS_URA.P_ACTUALIZA_ESTATUS_SOLICITUD
TRG_BLOCK:RESUMEN_RECLAMOS.POST-QUERY,EXT:CUR_DESC_PAREN,EXTERNAL_CALL,CUR_DESC_PAREN
TRG_BLOCK:RESUMEN_RECLAMOS.POST-QUERY,EXT:CUR_DESC_RECOMENDACION,EXTERNAL_CALL,CUR_DESC_RECOMENDACION
TRG_BLOCK:RESUMEN_RECLAMOS.POST-QUERY,EXT:CUR_NOMBRE_POL,EXTERNAL_CALL,CUR_NOMBRE_POL
TRG_BLOCK:RESUMEN_RECLAMOS.POST-QUERY,EXT:FOREBRA,EXTERNAL_CALL,FOREBRA
TRG_BLOCK:RESUMEN_RECLAMOS.POST-QUERY,EXT:IN,EXTERNAL_CALL,IN
TRG_BLOCK:RESUMEN_RECLAMOS.POST-QUERY,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:RESUMEN_RECLAMOS.CB_SELECCIONAR.WHEN-CHECKBOX-CHANGED,EXT:EXISTS,EXTERNAL_CALL,EXISTS
TRG_ITEM:RESUMEN_RECLAMOS.CB_SELECCIONAR.WHEN-CHECKBOX-CHANGED,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:RESUMEN_RECLAMOS.CB_SELECCIONAR.WHEN-CHECKBOX-CHANGED,EXT:IN,EXTERNAL_CALL,IN
TRG_ITEM:RESUMEN_RECLAMOS.CB_SELECCIONAR.WHEN-CHECKBOX-CHANGED,EXT:NUMBER,EXTERNAL_CALL,NUMBER
TRG_ITEM:RESUMEN_RECLAMOS.CB_SELECCIONAR.WHEN-CHECKBOX-CHANGED,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:RESUMEN_RECLAMOS.CB_SELECCIONAR.WHEN-CHECKBOX-CHANGED,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
TRG_ITEM:RESUMEN_RECLAMOS.CB_SELECCIONAR.WHEN-CHECKBOX-CHANGED,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
TRG_ITEM:RESUMEN_RECLAMOS.BTN_COMENTARIO.WHEN-BUTTON-PRESSED,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
TRG_ITEM:RESUMEN_RECLAMOS.BTN_SOL_INF.WHEN-BUTTON-PRESSED,EXT:C_EXISTE_SOL_PAG,EXTERNAL_CALL,C_EXISTE_SOL_PAG
TRG_ITEM:RESUMEN_RECLAMOS.BTN_SOL_INF.WHEN-BUTTON-PRESSED,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
TRG_ITEM:RESUMEN_RECLAMOS.BTN_SOL_INF.WHEN-BUTTON-PRESSED,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:RESUMEN_RECLAMOS.BTN_SOL_INF.WHEN-BUTTON-PRESSED,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
TRG_ITEM:RESUMEN_RECLAMOS.BTN_EDITAR.WHEN-BUTTON-PRESSED,EXT:F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:RESUMEN_RECLAMOS.BTN_EDITAR.WHEN-BUTTON-PRESSED,EXT:IN,EXTERNAL_CALL,IN
TRG_ITEM:RESUMEN_RECLAMOS.BTN_EDITAR.WHEN-BUTTON-PRESSED,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
TRG_ITEM:RESUMEN_RECLAMOS.BTN_EDITAR.WHEN-BUTTON-PRESSED,EXT:NUMBER,EXTERNAL_CALL,NUMBER
TRG_ITEM:RESUMEN_RECLAMOS.BTN_EDITAR.WHEN-BUTTON-PRESSED,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:RESUMEN_RECLAMOS.BTN_EDITAR.WHEN-BUTTON-PRESSED,PU:P_HABILITA_BLOQ_SERV,INTERNAL_PU_CALL,P_HABILITA_BLOQ_SERV
TRG_ITEM:RESUMEN_RECLAMOS.BTN_EDITAR.WHEN-BUTTON-PRESSED,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
TRG_ITEM:RESUMEN_RECLAMOS.BTN_EDITAR.WHEN-BUTTON-PRESSED,PU:P_RESTRICCIONES_SERV,INTERNAL_PU_CALL,p_restricciones_serv
TRG_ITEM:RESUMEN_RECLAMOS.BTN_EDITAR.WHEN-BUTTON-PRESSED,EXT:varchar2,EXTERNAL_CALL,varchar2
TRG_ITEM:RESUMEN_RECLAMOS.BTN_CARTA_DECL.WHEN-BUTTON-PRESSED,EXT:C_EXISTE_SOL_PAG,EXTERNAL_CALL,C_EXISTE_SOL_PAG
TRG_ITEM:RESUMEN_RECLAMOS.BTN_CARTA_DECL.WHEN-BUTTON-PRESSED,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
TRG_ITEM:RESUMEN_RECLAMOS.BTN_CARTA_DECL.WHEN-BUTTON-PRESSED,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:RESUMEN_RECLAMOS.BTN_CARTA_DECL.WHEN-BUTTON-PRESSED,PU:P_INSERTA_EN_RECL_RECHAZO,INTERNAL_PU_CALL,P_INSERTA_EN_RECL_RECHAZO
TRG_ITEM:RESUMEN_RECLAMOS.BTN_RECP_DOC.WHEN-BUTTON-PRESSED,EXT:IN,EXTERNAL_CALL,IN
TRG_ITEM:RESUMEN_RECLAMOS.BTN_RECP_DOC.WHEN-BUTTON-PRESSED,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
TRG_ITEM:RESUMEN_RECLAMOS.BTN_RECP_DOC.WHEN-BUTTON-PRESSED,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:RESUMEN_RECLAMOS.BTN_HIST_CAR.WHEN-BUTTON-PRESSED,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
TRG_BLOCK:APLICA_ENDOSO.WHEN-NEW-BLOCK-INSTANCE,EXT:FOREBRA,EXTERNAL_CALL,FOREBRA
TRG_BLOCK:APLICA_ENDOSO.WHEN-NEW-BLOCK-INSTANCE,EXT:REEMBOLSO.PKG_BUSCA_INFO_ASE.P_BUSCA_ENDOSO_LOCAL,EXTERNAL_CALL,REEMBOLSO.PKG_BUSCA_INFO_ASE.P_BUSCA_ENDOSO_LOCAL
TRG_BLOCK:APLICA_ENDOSO.WHEN-NEW-BLOCK-INSTANCE,EXT:REEMBOLSO.PKG_BUSCA_INFO_ASE.P_BUSCA_PLANES,EXTERNAL_CALL,REEMBOLSO.PKG_BUSCA_INFO_ASE.P_BUSCA_PLANES
TRG_BLOCK:APLICA_ENDOSO.WHEN-NEW-BLOCK-INSTANCE,EXT:REEMBOLSO.P_BUSCA_ENDOSO_INT_2,EXTERNAL_CALL,REEMBOLSO.P_BUSCA_ENDOSO_INT_2
TRG_BLOCK:APLICA_ENDOSO.WHEN-NEW-BLOCK-INSTANCE,EXT:REEMBOLSO.P_ELIMINA_TABLAS_TPA_TEL,EXTERNAL_CALL,REEMBOLSO.P_ELIMINA_TABLAS_TPA_TEL
TRG_ITEM:APLICA_ENDOSO.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:C_DESC_RAZON,EXTERNAL_CALL,C_DESC_RAZON
TRG_ITEM:APLICA_ENDOSO.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:APLICA_ENDOSO.BTN_APLICAR.WHEN-BUTTON-PRESSED,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
TRG_ITEM:APLICA_ENDOSO.BTN_APLICAR.WHEN-BUTTON-PRESSED,PU:P_MANEJA_HABILITA_COB_ESTATUS,INTERNAL_PU_CALL,P_MANEJA_HABILITA_COB_ESTATUS
TRG_ITEM:APLICA_ENDOSO.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:REEMBOLSO.P_ACTUALIZA_COB_SOL,EXTERNAL_CALL,REEMBOLSO.P_ACTUALIZA_COB_SOL
TRG_ITEM:APLICA_ENDOSO.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:REEMBOLSO.P_INSERTA_COB_SOL_EX,EXTERNAL_CALL,REEMBOLSO.P_INSERTA_COB_SOL_EX
TRG_ITEM:APLICA_ENDOSO.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
TRG_ITEM:DOCUMENTO_PENDIENTES.ENTREGADO.WHEN-CHECKBOX-CHANGED,EXT:IN,EXTERNAL_CALL,IN
TRG_ITEM:DOCUMENTO_PENDIENTES.ENTREGADO.WHEN-CHECKBOX-CHANGED,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
TRG_ITEM:DOCUMENTO_PENDIENTES.ENTREGADO.WHEN-CHECKBOX-CHANGED,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:HISTORICO_CARTAS.BTN_IMP_HIS_CAR.WHEN-BUTTON-PRESSED,EXT:CUR_NOM_DEP,EXTERNAL_CALL,CUR_NOM_DEP
TRG_ITEM:HISTORICO_CARTAS.BTN_IMP_HIS_CAR.WHEN-BUTTON-PRESSED,EXT:CUR_NOM_TIT,EXTERNAL_CALL,CUR_NOM_TIT
TRG_ITEM:HISTORICO_CARTAS.BTN_IMP_HIS_CAR.WHEN-BUTTON-PRESSED,EXT:C_NOMBRE_CLIENTE,EXTERNAL_CALL,C_NOMBRE_CLIENTE
TRG_ITEM:HISTORICO_CARTAS.BTN_IMP_HIS_CAR.WHEN-BUTTON-PRESSED,EXT:IN,EXTERNAL_CALL,IN
TRG_ITEM:HISTORICO_CARTAS.BTN_IMP_HIS_CAR.WHEN-BUTTON-PRESSED,EXT:initcap,EXTERNAL_CALL,initcap
TRG_ITEM:HISTORICO_CARTAS.BTN_IMP_HIS_CAR.WHEN-BUTTON-PRESSED,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:HISTORICO_CARTAS.BTN_IMP_HIS_CAR.WHEN-BUTTON-PRESSED,EXT:PKG_REPORTE_SVC.carta_declinacion_inf,EXTERNAL_CALL,PKG_REPORTE_SVC.carta_declinacion_inf
TRG_ITEM:HISTORICO_CARTAS.BTN_IMP_HIS_CAR.WHEN-BUTTON-PRESSED,EXT:PKG_REPORTE_SVC.carta_informacion_inf,EXTERNAL_CALL,PKG_REPORTE_SVC.carta_informacion_inf
TRG_ITEM:HISTORICO_CARTAS.BTN_IMP_HIS_CAR.WHEN-BUTTON-PRESSED,EXT:varchar2,EXTERNAL_CALL,varchar2
TRG_ITEM:HISTORICO_CARTAS.BTN_IMP_HIS_CAR.WHEN-BUTTON-PRESSED,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
TRG_ITEM:HISTORICO_CARTAS.BTN_IMP_HIS_CAR.WHEN-BUTTON-PRESSED,EXT:Z.CODIGO,EXTERNAL_CALL,Z.CODIGO
TRG_ITEM:COBRO_INDEBIDO.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:COBRO_INDEBIDO.BTN_APLICAR.WHEN-BUTTON-PRESSED,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
TRG_ITEM:COBRO_INDEBIDO.BTN_APLICAR.WHEN-BUTTON-PRESSED,PU:P_MANEJA_HABILITA_COB_ESTATUS,INTERNAL_PU_CALL,P_MANEJA_HABILITA_COB_ESTATUS
TRG_ITEM:COBRO_INDEBIDO.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:REEMBOLSO.P_INSERTA_COB_SOL_EX,EXTERNAL_CALL,REEMBOLSO.P_INSERTA_COB_SOL_EX
TRG_ITEM:COBRO_INDEBIDO.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
TRG_ITEM:EXCEPCION_NEGOCIO.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:EXCEPCION_NEGOCIO.BTN_APLICAR.WHEN-BUTTON-PRESSED,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
TRG_ITEM:EXCEPCION_NEGOCIO.BTN_APLICAR.WHEN-BUTTON-PRESSED,PU:P_MANEJA_HABILITA_COB_ESTATUS,INTERNAL_PU_CALL,P_MANEJA_HABILITA_COB_ESTATUS
TRG_ITEM:EXCEPCION_NEGOCIO.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:REEMBOLSO.P_ACTUALIZA_COB_SOL,EXTERNAL_CALL,REEMBOLSO.P_ACTUALIZA_COB_SOL
TRG_ITEM:EXCEPCION_NEGOCIO.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:REEMBOLSO.P_INSERTA_COB_SOL_EX,EXTERNAL_CALL,REEMBOLSO.P_INSERTA_COB_SOL_EX
TRG_ITEM:EXCEPCION_NEGOCIO.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
TRG_ITEM:TARIFA_INCORRECTA.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:TARIFA_INCORRECTA.BTN_APLICAR.WHEN-BUTTON-PRESSED,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
TRG_ITEM:TARIFA_INCORRECTA.BTN_APLICAR.WHEN-BUTTON-PRESSED,PU:P_MANEJA_HABILITA_COB_ESTATUS,INTERNAL_PU_CALL,P_MANEJA_HABILITA_COB_ESTATUS
TRG_ITEM:TARIFA_INCORRECTA.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:REEMBOLSO.P_INSERTA_COB_SOL_EX,EXTERNAL_CALL,REEMBOLSO.P_INSERTA_COB_SOL_EX
TRG_ITEM:TARIFA_INCORRECTA.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
TRG_ITEM:NEGOCIACION_PRESTADOR.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS,EXTERNAL_CALL,PKG_GENERAL.F_OBTEN_PARAMETRO_SEUS
TRG_ITEM:NEGOCIACION_PRESTADOR.BTN_APLICAR.WHEN-BUTTON-PRESSED,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
TRG_ITEM:NEGOCIACION_PRESTADOR.BTN_APLICAR.WHEN-BUTTON-PRESSED,PU:P_MANEJA_HABILITA_COB_ESTATUS,INTERNAL_PU_CALL,P_MANEJA_HABILITA_COB_ESTATUS
TRG_ITEM:NEGOCIACION_PRESTADOR.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:REEMBOLSO.P_INSERTA_COB_SOL_EX,EXTERNAL_CALL,REEMBOLSO.P_INSERTA_COB_SOL_EX
TRG_ITEM:NEGOCIACION_PRESTADOR.BTN_APLICAR.WHEN-BUTTON-PRESSED,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
TRG_BLOCK:DETALLE_COBERTURA.WHEN-NEW-BLOCK-INSTANCE,EXT:NUMBER,EXTERNAL_CALL,NUMBER
TRG_BLOCK:DETALLE_COBERTURA.WHEN-NEW-BLOCK-INSTANCE,EXT:VARCHAR,EXTERNAL_CALL,VARCHAR
TRG_BLOCK:DETALLE_COBERTURA.WHEN-NEW-BLOCK-INSTANCE,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
TRG_ITEM:MOTIVOS_ANULACION.BTN_GUARDAR.WHEN-BUTTON-PRESSED,EXT:FOREBRA,EXTERNAL_CALL,FOREBRA
TRG_ITEM:MOTIVOS_ANULACION.BTN_GUARDAR.WHEN-BUTTON-PRESSED,EXT:GO_RECORD,EXTERNAL_CALL,GO_RECORD
TRG_ITEM:MOTIVOS_ANULACION.BTN_GUARDAR.WHEN-BUTTON-PRESSED,PU:MSG_ALERT,INTERNAL_PU_CALL,MSG_ALERT
TRG_ITEM:MOTIVOS_ANULACION.BTN_GUARDAR.WHEN-BUTTON-PRESSED,PU:P_ANULA_RECLAMACION,INTERNAL_PU_CALL,P_ANULA_RECLAMACION
TRG_ITEM:MOTIVOS_ANULACION.BTN_GUARDAR.WHEN-BUTTON-PRESSED,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
TRG_ITEM:MOTIVOS_ANULACION.BTN_GUARDAR.WHEN-BUTTON-PRESSED,EXT:REEMBOLSO.P_ANULAR_SOL_SER,EXTERNAL_CALL,REEMBOLSO.P_ANULAR_SOL_SER
TRG_ITEM:MOTIVOS_ANULACION.BTN_GUARDAR.WHEN-BUTTON-PRESSED,EXT:REEMBOLSO.P_INSERTA_MOT_ANU,EXTERNAL_CALL,REEMBOLSO.P_INSERTA_MOT_ANU
TRG_ITEM:MOTIVOS_ANULACION.BTN_GUARDAR.WHEN-BUTTON-PRESSED,EXT:VARCHAR,EXTERNAL_CALL,VARCHAR
TRG_ITEM:COMENTARIO.BTN_COMENTAR.WHEN-BUTTON-PRESSED,PU:P_IMPRIME_MENSAJE,INTERNAL_PU_CALL,p_imprime_mensaje
TRG_ITEM:COMENTARIO.BTN_COMENTAR.WHEN-BUTTON-PRESSED,EXT:P_INSERTA_COMENTARIO,EXTERNAL_CALL,P_INSERTA_COMENTARIO
TRG_ITEM:COMENTARIO.BTN_COMENTAR.WHEN-BUTTON-PRESSED,EXT:VARCHAR2,EXTERNAL_CALL,VARCHAR2
TRG_BLOCK:COMENTARIO_CON.WHEN-MOUSE-CLICK,EXT:FOREBRA,EXTERNAL_CALL,FOREBRA
TRG_ITEM:MSG_BLOQUEO.PB_CERRAR.WHEN-BUTTON-PRESSED,EXT:IN,EXTERNAL_CALL,IN
TRG_ITEM:WEBUTIL.DUMMY.WHEN-BUTTON-PRESSED,EXT:WebUtil_Core.ShowBeans,EXTERNAL_CALL,WebUtil_Core.ShowBeans
TRG_ITEM:WEBUTIL.WEBUTIL_CLIENTINFO_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,EXT:WEBUTIL_CORE.CustomEventHandler,EXTERNAL_CALL,WEBUTIL_CORE.CustomEventHandler
TRG_ITEM:WEBUTIL.WEBUTIL_FILE_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,EXT:WEBUTIL_CORE.CustomEventHandler,EXTERNAL_CALL,WEBUTIL_CORE.CustomEventHandler
TRG_ITEM:WEBUTIL.WEBUTIL_HOST_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,EXT:WEBUTIL_CORE.CustomEventHandler,EXTERNAL_CALL,WEBUTIL_CORE.CustomEventHandler
TRG_ITEM:WEBUTIL.WEBUTIL_SESSION_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,EXT:WEBUTIL_CORE.CustomEventHandler,EXTERNAL_CALL,WEBUTIL_CORE.CustomEventHandler
TRG_ITEM:WEBUTIL.WEBUTIL_FILETRANSFER_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,EXT:WEBUTIL_CORE.CustomEventHandler,EXTERNAL_CALL,WEBUTIL_CORE.CustomEventHandler
TRG_ITEM:WEBUTIL.WEBUTIL_OLE_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,EXT:WEBUTIL_CORE.CustomEventHandler,EXTERNAL_CALL,WEBUTIL_CORE.CustomEventHandler
TRG_ITEM:WEBUTIL.WEBUTIL_C_API_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,EXT:WEBUTIL_CORE.CustomEventHandler,EXTERNAL_CALL,WEBUTIL_CORE.CustomEventHandler
TRG_ITEM:WEBUTIL.WEBUTIL_BROWSER_FUNCTIONS.WHEN-CUSTOM-ITEM-EVENT,EXT:WEBUTIL_CORE.CustomEventHandler,EXTERNAL_CALL,WEBUTIL_CORE.CustomEventHandler
TRG_BLOCK:CALENDAR.WHEN-RADIO-CHANGED,EXT:calendar.event,EXTERNAL_CALL,calendar.event
TRG_BLOCK:CALENDAR.WHEN-BUTTON-PRESSED,EXT:calendar.event,EXTERNAL_CALL,calendar.event
TRG_BLOCK:CALENDAR.WHEN-LIST-CHANGED,EXT:calendar.event,EXTERNAL_CALL,calendar.event
TRG_BLOCK:CALENDAR.WHEN-MOUSE-CLICK,EXT:calendar.event,EXTERNAL_CALL,calendar.event
TRG_BLOCK:CALENDAR.KEY-DOWN,EXT:calendar.event,EXTERNAL_CALL,calendar.event
TRG_BLOCK:CALENDAR.KEY-UP,EXT:calendar.event,EXTERNAL_CALL,calendar.event
TRG_BLOCK:CALENDAR.KEY-NXTREC,EXT:calendar.event,EXTERNAL_CALL,calendar.event
TRG_BLOCK:CALENDAR.KEY-PRVREC,EXT:calendar.event,EXTERNAL_CALL,calendar.event
TRG_BLOCK:CALENDAR.WHEN-MOUSE-DOUBLECLICK,EXT:calendar.event,EXTERNAL_CALL,calendar.event
